ct_path,lt_path,rt_path,steer,throttle,brake,speed,high_level_control
IMG/center_2019_05_16_14_23_09_381.jpg,IMG/left_2019_05_16_14_23_09_381.jpg,IMG/right_2019_05_16_14_23_09_381.jpg,0.0,0.9608309000000002,0,2.011032,0
IMG/center_2019_05_16_14_23_09_472.jpg,IMG/left_2019_05_16_14_23_09_472.jpg,IMG/right_2019_05_16_14_23_09_472.jpg,0.0,1.0,0,3.177403,0
IMG/center_2019_05_16_14_23_09_568.jpg,IMG/left_2019_05_16_14_23_09_568.jpg,IMG/right_2019_05_16_14_23_09_568.jpg,0.0,1.0,0,4.120435,0
IMG/center_2019_05_16_14_23_09_663.jpg,IMG/left_2019_05_16_14_23_09_663.jpg,IMG/right_2019_05_16_14_23_09_663.jpg,0.0,1.0,0,5.285024,0
IMG/center_2019_05_16_14_23_09_731.jpg,IMG/left_2019_05_16_14_23_09_731.jpg,IMG/right_2019_05_16_14_23_09_731.jpg,0.0,1.0,0,6.208556,0
IMG/center_2019_05_16_14_23_09_827.jpg,IMG/left_2019_05_16_14_23_09_827.jpg,IMG/right_2019_05_16_14_23_09_827.jpg,0.0,1.0,0,7.124915,0
IMG/center_2019_05_16_14_23_09_923.jpg,IMG/left_2019_05_16_14_23_09_923.jpg,IMG/right_2019_05_16_14_23_09_923.jpg,0.0,1.0,0,8.260359,0
IMG/center_2019_05_16_14_23_10_020.jpg,IMG/left_2019_05_16_14_23_10_020.jpg,IMG/right_2019_05_16_14_23_10_020.jpg,0.0,1.0,0,9.384756,0
IMG/center_2019_05_16_14_23_10_117.jpg,IMG/left_2019_05_16_14_23_10_117.jpg,IMG/right_2019_05_16_14_23_10_117.jpg,0.0,1.0,0,10.49813,0
IMG/center_2019_05_16_14_23_10_215.jpg,IMG/left_2019_05_16_14_23_10_215.jpg,IMG/right_2019_05_16_14_23_10_215.jpg,0.0,1.0,0,11.69892,0
IMG/center_2019_05_16_14_23_10_317.jpg,IMG/left_2019_05_16_14_23_10_317.jpg,IMG/right_2019_05_16_14_23_10_317.jpg,0.0,1.0,0,12.67572,0
IMG/center_2019_05_16_14_23_10_406.jpg,IMG/left_2019_05_16_14_23_10_406.jpg,IMG/right_2019_05_16_14_23_10_406.jpg,0.0,1.0,0,13.51291,0
IMG/center_2019_05_16_14_23_10_503.jpg,IMG/left_2019_05_16_14_23_10_503.jpg,IMG/right_2019_05_16_14_23_10_503.jpg,0.0,1.0,0,14.76485,0
IMG/center_2019_05_16_14_23_10_599.jpg,IMG/left_2019_05_16_14_23_10_599.jpg,IMG/right_2019_05_16_14_23_10_599.jpg,0.0,1.0,0,15.52941,0
IMG/center_2019_05_16_14_23_10_694.jpg,IMG/left_2019_05_16_14_23_10_694.jpg,IMG/right_2019_05_16_14_23_10_694.jpg,0.0,1.0,0,16.84977,0
IMG/center_2019_05_16_14_23_10_791.jpg,IMG/left_2019_05_16_14_23_10_791.jpg,IMG/right_2019_05_16_14_23_10_791.jpg,0.0,1.0,0,17.68319,0
IMG/center_2019_05_16_14_23_10_887.jpg,IMG/left_2019_05_16_14_23_10_887.jpg,IMG/right_2019_05_16_14_23_10_887.jpg,0.0,1.0,0,18.528270000000003,0
IMG/center_2019_05_16_14_23_10_987.jpg,IMG/left_2019_05_16_14_23_10_987.jpg,IMG/right_2019_05_16_14_23_10_987.jpg,0.0,1.0,0,19.697860000000002,0
IMG/center_2019_05_16_14_23_11_059.jpg,IMG/left_2019_05_16_14_23_11_059.jpg,IMG/right_2019_05_16_14_23_11_059.jpg,0.0,1.0,0,20.49563,0
IMG/center_2019_05_16_14_23_11_126.jpg,IMG/left_2019_05_16_14_23_11_126.jpg,IMG/right_2019_05_16_14_23_11_126.jpg,0.0,1.0,0,21.01238,0
IMG/center_2019_05_16_14_23_11_226.jpg,IMG/left_2019_05_16_14_23_11_226.jpg,IMG/right_2019_05_16_14_23_11_226.jpg,0.0,1.0,0,22.07101,0
IMG/center_2019_05_16_14_23_11_322.jpg,IMG/left_2019_05_16_14_23_11_322.jpg,IMG/right_2019_05_16_14_23_11_322.jpg,0.0,1.0,0,23.02713,0
IMG/center_2019_05_16_14_23_11_421.jpg,IMG/left_2019_05_16_14_23_11_421.jpg,IMG/right_2019_05_16_14_23_11_421.jpg,0.0,0.898669,0,23.97551,0
IMG/center_2019_05_16_14_23_11_520.jpg,IMG/left_2019_05_16_14_23_11_520.jpg,IMG/right_2019_05_16_14_23_11_520.jpg,0.0,0.603847,0,24.63243,0
IMG/center_2019_05_16_14_23_11_618.jpg,IMG/left_2019_05_16_14_23_11_618.jpg,IMG/right_2019_05_16_14_23_11_618.jpg,0.0,0.3085301,0,24.92013,0
IMG/center_2019_05_16_14_23_11_717.jpg,IMG/left_2019_05_16_14_23_11_717.jpg,IMG/right_2019_05_16_14_23_11_717.jpg,0.0,0.2143481,0,24.89945,0
IMG/center_2019_05_16_14_23_11_813.jpg,IMG/left_2019_05_16_14_23_11_813.jpg,IMG/right_2019_05_16_14_23_11_813.jpg,0.0,0.5048892,0,25.12455,0
IMG/center_2019_05_16_14_23_11_910.jpg,IMG/left_2019_05_16_14_23_11_910.jpg,IMG/right_2019_05_16_14_23_11_910.jpg,0.0,0.40691209999999994,0,25.43809,0
IMG/center_2019_05_16_14_23_12_005.jpg,IMG/left_2019_05_16_14_23_12_005.jpg,IMG/right_2019_05_16_14_23_12_005.jpg,0.0,0.12120999999999998,0,25.50296,0
IMG/center_2019_05_16_14_23_12_102.jpg,IMG/left_2019_05_16_14_23_12_102.jpg,IMG/right_2019_05_16_14_23_12_102.jpg,0.0,0.0,0,25.26837,0
IMG/center_2019_05_16_14_23_12_199.jpg,IMG/left_2019_05_16_14_23_12_199.jpg,IMG/right_2019_05_16_14_23_12_199.jpg,0.0,0.0,0,25.01371,0
IMG/center_2019_05_16_14_23_12_295.jpg,IMG/left_2019_05_16_14_23_12_295.jpg,IMG/right_2019_05_16_14_23_12_295.jpg,0.0,0.1899809,0,24.851010000000002,0
IMG/center_2019_05_16_14_23_12_391.jpg,IMG/left_2019_05_16_14_23_12_391.jpg,IMG/right_2019_05_16_14_23_12_391.jpg,0.0,0.2936189,0,24.977520000000002,0
IMG/center_2019_05_16_14_23_12_486.jpg,IMG/left_2019_05_16_14_23_12_486.jpg,IMG/right_2019_05_16_14_23_12_486.jpg,0.0,0.008474708000000001,0,24.93123,0
IMG/center_2019_05_16_14_23_12_584.jpg,IMG/left_2019_05_16_14_23_12_584.jpg,IMG/right_2019_05_16_14_23_12_584.jpg,0.0,0.0,0,24.67406,0
IMG/center_2019_05_16_14_23_12_682.jpg,IMG/left_2019_05_16_14_23_12_682.jpg,IMG/right_2019_05_16_14_23_12_682.jpg,0.0,0.29385320000000004,0,24.62115,0
IMG/center_2019_05_16_14_23_12_786.jpg,IMG/left_2019_05_16_14_23_12_786.jpg,IMG/right_2019_05_16_14_23_12_786.jpg,0.0,0.6067679,0,24.93272,0
IMG/center_2019_05_16_14_23_12_878.jpg,IMG/left_2019_05_16_14_23_12_878.jpg,IMG/right_2019_05_16_14_23_12_878.jpg,0.0,0.3305876,0,25.244020000000003,0
IMG/center_2019_05_16_14_23_12_978.jpg,IMG/left_2019_05_16_14_23_12_978.jpg,IMG/right_2019_05_16_14_23_12_978.jpg,0.0,0.236127,0,25.276139999999998,0
IMG/center_2019_05_16_14_23_13_075.jpg,IMG/left_2019_05_16_14_23_13_075.jpg,IMG/right_2019_05_16_14_23_13_075.jpg,0.0,0.5278409000000001,0,25.51515,0
IMG/center_2019_05_16_14_23_13_172.jpg,IMG/left_2019_05_16_14_23_13_172.jpg,IMG/right_2019_05_16_14_23_13_172.jpg,0.0,0.624576,0,26.03791,0
IMG/center_2019_05_16_14_23_13_267.jpg,IMG/left_2019_05_16_14_23_13_267.jpg,IMG/right_2019_05_16_14_23_13_267.jpg,0.0,0.33906909999999996,0,26.30763,0
IMG/center_2019_05_16_14_23_13_364.jpg,IMG/left_2019_05_16_14_23_13_364.jpg,IMG/right_2019_05_16_14_23_13_364.jpg,0.0,0.04684496,0,26.28893,0
IMG/center_2019_05_16_14_23_13_463.jpg,IMG/left_2019_05_16_14_23_13_463.jpg,IMG/right_2019_05_16_14_23_13_463.jpg,0.0,0.1053182,0,26.06035,0
IMG/center_2019_05_16_14_23_13_559.jpg,IMG/left_2019_05_16_14_23_13_559.jpg,IMG/right_2019_05_16_14_23_13_559.jpg,0.0,0.3927752,0,26.10933,0
IMG/center_2019_05_16_14_23_13_657.jpg,IMG/left_2019_05_16_14_23_13_657.jpg,IMG/right_2019_05_16_14_23_13_657.jpg,0.0,0.6871741,0,26.51748,0
IMG/center_2019_05_16_14_23_13_755.jpg,IMG/left_2019_05_16_14_23_13_755.jpg,IMG/right_2019_05_16_14_23_13_755.jpg,0.0,0.395364,0,26.86372,0
IMG/center_2019_05_16_14_23_13_850.jpg,IMG/left_2019_05_16_14_23_13_850.jpg,IMG/right_2019_05_16_14_23_13_850.jpg,0.0,0.299238,0,26.90488,0
IMG/center_2019_05_16_14_23_13_947.jpg,IMG/left_2019_05_16_14_23_13_947.jpg,IMG/right_2019_05_16_14_23_13_947.jpg,0.0,0.5896618,0,27.1582,0
IMG/center_2019_05_16_14_23_14_042.jpg,IMG/left_2019_05_16_14_23_14_042.jpg,IMG/right_2019_05_16_14_23_14_042.jpg,0.0,0.8736630999999999,0,27.795440000000003,0
IMG/center_2019_05_16_14_23_14_138.jpg,IMG/left_2019_05_16_14_23_14_138.jpg,IMG/right_2019_05_16_14_23_14_138.jpg,0.0,0.7776656999999999,0,28.585359999999998,0
IMG/center_2019_05_16_14_23_14_235.jpg,IMG/left_2019_05_16_14_23_14_235.jpg,IMG/right_2019_05_16_14_23_14_235.jpg,0.0,0.4870917,0,29.055,0
IMG/center_2019_05_16_14_23_14_331.jpg,IMG/left_2019_05_16_14_23_14_331.jpg,IMG/right_2019_05_16_14_23_14_331.jpg,0.0,0.5829624,0,29.36839,0
IMG/center_2019_05_16_14_23_14_425.jpg,IMG/left_2019_05_16_14_23_14_425.jpg,IMG/right_2019_05_16_14_23_14_425.jpg,0.0,0.8661593000000001,0,29.81995,0
IMG/center_2019_05_16_14_23_14_522.jpg,IMG/left_2019_05_16_14_23_14_522.jpg,IMG/right_2019_05_16_14_23_14_522.jpg,0.0,1.0,0,30.18938,0
IMG/center_2019_05_16_14_23_14_618.jpg,IMG/left_2019_05_16_14_23_14_618.jpg,IMG/right_2019_05_16_14_23_14_618.jpg,0.0,1.0,0,30.19032,0
IMG/center_2019_05_16_14_23_14_716.jpg,IMG/left_2019_05_16_14_23_14_716.jpg,IMG/right_2019_05_16_14_23_14_716.jpg,0.0,1.0,0,30.190279999999998,0
IMG/center_2019_05_16_14_23_14_814.jpg,IMG/left_2019_05_16_14_23_14_814.jpg,IMG/right_2019_05_16_14_23_14_814.jpg,0.0,1.0,0,30.190309999999997,0
IMG/center_2019_05_16_14_23_14_909.jpg,IMG/left_2019_05_16_14_23_14_909.jpg,IMG/right_2019_05_16_14_23_14_909.jpg,0.0,1.0,0,30.19027,0
IMG/center_2019_05_16_14_23_15_002.jpg,IMG/left_2019_05_16_14_23_15_002.jpg,IMG/right_2019_05_16_14_23_15_002.jpg,0.0,1.0,0,30.190309999999997,0
IMG/center_2019_05_16_14_23_15_095.jpg,IMG/left_2019_05_16_14_23_15_095.jpg,IMG/right_2019_05_16_14_23_15_095.jpg,0.0,0.8140628000000001,0,30.138640000000002,0
IMG/center_2019_05_16_14_23_15_192.jpg,IMG/left_2019_05_16_14_23_15_192.jpg,IMG/right_2019_05_16_14_23_15_192.jpg,0.0,0.5240319999999999,0,30.0601,0
IMG/center_2019_05_16_14_23_15_290.jpg,IMG/left_2019_05_16_14_23_15_290.jpg,IMG/right_2019_05_16_14_23_15_290.jpg,0.0,0.6261373,0,30.06527,0
IMG/center_2019_05_16_14_23_15_383.jpg,IMG/left_2019_05_16_14_23_15_383.jpg,IMG/right_2019_05_16_14_23_15_383.jpg,0.0,0.9041564000000001,0,30.14081,0
IMG/center_2019_05_16_14_23_15_476.jpg,IMG/left_2019_05_16_14_23_15_476.jpg,IMG/right_2019_05_16_14_23_15_476.jpg,0.0,0.8129052,0,30.13812,0
IMG/center_2019_05_16_14_23_15_567.jpg,IMG/left_2019_05_16_14_23_15_567.jpg,IMG/right_2019_05_16_14_23_15_567.jpg,0.0,0.5391672,0,30.0985,0
IMG/center_2019_05_16_14_23_15_659.jpg,IMG/left_2019_05_16_14_23_15_659.jpg,IMG/right_2019_05_16_14_23_15_659.jpg,0.0,0.2654202,0,29.99979,0
IMG/center_2019_05_16_14_23_15_749.jpg,IMG/left_2019_05_16_14_23_15_749.jpg,IMG/right_2019_05_16_14_23_15_749.jpg,0.0,0.5379430000000001,0,30.048440000000003,0
IMG/center_2019_05_16_14_23_15_843.jpg,IMG/left_2019_05_16_14_23_15_843.jpg,IMG/right_2019_05_16_14_23_15_843.jpg,0.0,0.8192742000000001,0,30.11765,0
IMG/center_2019_05_16_14_23_15_931.jpg,IMG/left_2019_05_16_14_23_15_931.jpg,IMG/right_2019_05_16_14_23_15_931.jpg,0.0,0.5548602,0,30.073490000000003,0
IMG/center_2019_05_16_14_23_16_018.jpg,IMG/left_2019_05_16_14_23_16_018.jpg,IMG/right_2019_05_16_14_23_16_018.jpg,0.0,0.2939532,0,30.005229999999997,0
IMG/center_2019_05_16_14_23_16_107.jpg,IMG/left_2019_05_16_14_23_16_107.jpg,IMG/right_2019_05_16_14_23_16_107.jpg,0.0,0.5610819,0,30.0541,0
IMG/center_2019_05_16_14_23_16_198.jpg,IMG/left_2019_05_16_14_23_16_198.jpg,IMG/right_2019_05_16_14_23_16_198.jpg,0.0,0.832432,0,30.151609999999998,0
IMG/center_2019_05_16_14_23_16_288.jpg,IMG/left_2019_05_16_14_23_16_288.jpg,IMG/right_2019_05_16_14_23_16_288.jpg,0.0,1.0,0,30.18948,0
IMG/center_2019_05_16_14_23_16_386.jpg,IMG/left_2019_05_16_14_23_16_386.jpg,IMG/right_2019_05_16_14_23_16_386.jpg,0.0,0.706645,0,30.10962,0
IMG/center_2019_05_16_14_23_16_468.jpg,IMG/left_2019_05_16_14_23_16_468.jpg,IMG/right_2019_05_16_14_23_16_468.jpg,0.0,0.46096000000000004,0,30.078190000000003,0
IMG/center_2019_05_16_14_23_16_560.jpg,IMG/left_2019_05_16_14_23_16_560.jpg,IMG/right_2019_05_16_14_23_16_560.jpg,0.0,0.186814,0,29.978709999999996,0
IMG/center_2019_05_16_14_23_16_652.jpg,IMG/left_2019_05_16_14_23_16_652.jpg,IMG/right_2019_05_16_14_23_16_652.jpg,0.0,0.274525,0,29.88855,0
IMG/center_2019_05_16_14_23_16_745.jpg,IMG/left_2019_05_16_14_23_16_745.jpg,IMG/right_2019_05_16_14_23_16_745.jpg,0.0,0.5533932,0,30.038140000000002,0
IMG/center_2019_05_16_14_23_16_841.jpg,IMG/left_2019_05_16_14_23_16_841.jpg,IMG/right_2019_05_16_14_23_16_841.jpg,0.0,0.2673614,0,30.000729999999997,0
IMG/center_2019_05_16_14_23_16_932.jpg,IMG/left_2019_05_16_14_23_16_932.jpg,IMG/right_2019_05_16_14_23_16_932.jpg,0.0,0.0,0,29.82651,0
IMG/center_2019_05_16_14_23_17_023.jpg,IMG/left_2019_05_16_14_23_17_023.jpg,IMG/right_2019_05_16_14_23_17_023.jpg,0.0,0.274386,0,29.71306,0
IMG/center_2019_05_16_14_23_17_116.jpg,IMG/left_2019_05_16_14_23_17_116.jpg,IMG/right_2019_05_16_14_23_17_116.jpg,0.0,0.5539531,0,29.93298,0
IMG/center_2019_05_16_14_23_17_205.jpg,IMG/left_2019_05_16_14_23_17_205.jpg,IMG/right_2019_05_16_14_23_17_205.jpg,0.0,0.821817,0,30.1213,0
IMG/center_2019_05_16_14_23_17_300.jpg,IMG/left_2019_05_16_14_23_17_300.jpg,IMG/right_2019_05_16_14_23_17_300.jpg,0.0,1.0,0,30.18833,0
IMG/center_2019_05_16_14_23_17_389.jpg,IMG/left_2019_05_16_14_23_17_389.jpg,IMG/right_2019_05_16_14_23_17_389.jpg,0.0,1.0,0,30.19025,0
IMG/center_2019_05_16_14_23_17_483.jpg,IMG/left_2019_05_16_14_23_17_483.jpg,IMG/right_2019_05_16_14_23_17_483.jpg,0.0,1.0,0,30.190309999999997,0
IMG/center_2019_05_16_14_23_17_558.jpg,IMG/left_2019_05_16_14_23_17_558.jpg,IMG/right_2019_05_16_14_23_17_558.jpg,0.0,1.0,0,30.190279999999998,0
IMG/center_2019_05_16_14_23_17_630.jpg,IMG/left_2019_05_16_14_23_17_630.jpg,IMG/right_2019_05_16_14_23_17_630.jpg,0.0,1.0,0,30.19029,0
IMG/center_2019_05_16_14_23_17_725.jpg,IMG/left_2019_05_16_14_23_17_725.jpg,IMG/right_2019_05_16_14_23_17_725.jpg,0.0,0.7157409,0,30.14547,0
IMG/center_2019_05_16_14_23_17_816.jpg,IMG/left_2019_05_16_14_23_17_816.jpg,IMG/right_2019_05_16_14_23_17_816.jpg,0.0,0.440371,0,30.043979999999998,0
IMG/center_2019_05_16_14_23_17_908.jpg,IMG/left_2019_05_16_14_23_17_908.jpg,IMG/right_2019_05_16_14_23_17_908.jpg,0.0,0.7159419,0,30.091559999999998,0
IMG/center_2019_05_16_14_23_18_002.jpg,IMG/left_2019_05_16_14_23_18_002.jpg,IMG/right_2019_05_16_14_23_18_002.jpg,0.0,0.9960639000000001,0,30.19303,0
IMG/center_2019_05_16_14_23_18_096.jpg,IMG/left_2019_05_16_14_23_18_096.jpg,IMG/right_2019_05_16_14_23_18_096.jpg,0.0,0.71425,0,30.11344,0
IMG/center_2019_05_16_14_23_18_187.jpg,IMG/left_2019_05_16_14_23_18_187.jpg,IMG/right_2019_05_16_14_23_18_187.jpg,0.0,0.44092890000000007,0,30.073209999999996,0
IMG/center_2019_05_16_14_23_18_274.jpg,IMG/left_2019_05_16_14_23_18_274.jpg,IMG/right_2019_05_16_14_23_18_274.jpg,0.0,0.178321,0,29.974829999999997,0
IMG/center_2019_05_16_14_23_18_366.jpg,IMG/left_2019_05_16_14_23_18_366.jpg,IMG/right_2019_05_16_14_23_18_366.jpg,0.0,0.452554,0,30.02525,0
IMG/center_2019_05_16_14_23_18_457.jpg,IMG/left_2019_05_16_14_23_18_457.jpg,IMG/right_2019_05_16_14_23_18_457.jpg,0.0,0.7268741999999999,0,30.125590000000003,0
IMG/center_2019_05_16_14_23_18_548.jpg,IMG/left_2019_05_16_14_23_18_548.jpg,IMG/right_2019_05_16_14_23_18_548.jpg,0.0,0.4535024,0,30.077009999999998,0
IMG/center_2019_05_16_14_23_18_638.jpg,IMG/left_2019_05_16_14_23_18_638.jpg,IMG/right_2019_05_16_14_23_18_638.jpg,0.0,0.18535629999999997,0,29.976879999999998,0
IMG/center_2019_05_16_14_23_18_725.jpg,IMG/left_2019_05_16_14_23_18_725.jpg,IMG/right_2019_05_16_14_23_18_725.jpg,0.0,0.0,0,29.79958,0
IMG/center_2019_05_16_14_23_18_810.jpg,IMG/left_2019_05_16_14_23_18_810.jpg,IMG/right_2019_05_16_14_23_18_810.jpg,0.0,0.0,0,29.55913,0
IMG/center_2019_05_16_14_23_18_897.jpg,IMG/left_2019_05_16_14_23_18_897.jpg,IMG/right_2019_05_16_14_23_18_897.jpg,0.0,0.0,0,29.262290000000004,0
IMG/center_2019_05_16_14_23_18_980.jpg,IMG/left_2019_05_16_14_23_18_980.jpg,IMG/right_2019_05_16_14_23_18_980.jpg,0.0,0.0,0,29.02699,0
IMG/center_2019_05_16_14_23_19_064.jpg,IMG/left_2019_05_16_14_23_19_064.jpg,IMG/right_2019_05_16_14_23_19_064.jpg,0.0,0.0,0,28.793570000000003,0
IMG/center_2019_05_16_14_23_19_147.jpg,IMG/left_2019_05_16_14_23_19_147.jpg,IMG/right_2019_05_16_14_23_19_147.jpg,0.0,0.0,0,28.562040000000003,0
IMG/center_2019_05_16_14_23_19_229.jpg,IMG/left_2019_05_16_14_23_19_229.jpg,IMG/right_2019_05_16_14_23_19_229.jpg,0.0,0.08221185,0,28.332390000000004,0
IMG/center_2019_05_16_14_23_19_310.jpg,IMG/left_2019_05_16_14_23_19_310.jpg,IMG/right_2019_05_16_14_23_19_310.jpg,0.0,0.3253977,0,28.28428,0
IMG/center_2019_05_16_14_23_19_393.jpg,IMG/left_2019_05_16_14_23_19_393.jpg,IMG/right_2019_05_16_14_23_19_393.jpg,0.0,0.07878256,0,28.23801,0
IMG/center_2019_05_16_14_23_19_474.jpg,IMG/left_2019_05_16_14_23_19_474.jpg,IMG/right_2019_05_16_14_23_19_474.jpg,0.0,0.0,0,28.02477,0
IMG/center_2019_05_16_14_23_19_730.jpg,IMG/left_2019_05_16_14_23_19_730.jpg,IMG/right_2019_05_16_14_23_19_730.jpg,0.0,0.0,0,27.632620000000003,0
IMG/center_2019_05_16_14_23_38_161.jpg,IMG/left_2019_05_16_14_23_38_161.jpg,IMG/right_2019_05_16_14_23_38_161.jpg,0.0,0.0,0,1.431018e-06,0
IMG/center_2019_05_16_14_23_38_241.jpg,IMG/left_2019_05_16_14_23_38_241.jpg,IMG/right_2019_05_16_14_23_38_241.jpg,0.0,0.0,0,1.829738e-06,0
IMG/center_2019_05_16_14_23_38_324.jpg,IMG/left_2019_05_16_14_23_38_324.jpg,IMG/right_2019_05_16_14_23_38_324.jpg,0.0,0.0,0,1.021667e-07,0
IMG/center_2019_05_16_14_23_38_408.jpg,IMG/left_2019_05_16_14_23_38_408.jpg,IMG/right_2019_05_16_14_23_38_408.jpg,0.0,0.0,0,3.331394e-07,0
IMG/center_2019_05_16_14_23_38_487.jpg,IMG/left_2019_05_16_14_23_38_487.jpg,IMG/right_2019_05_16_14_23_38_487.jpg,0.0,0.0,0,6.988148000000001e-07,0
IMG/center_2019_05_16_14_23_38_569.jpg,IMG/left_2019_05_16_14_23_38_569.jpg,IMG/right_2019_05_16_14_23_38_569.jpg,0.0,0.0,0,1.664973e-07,0
IMG/center_2019_05_16_14_23_38_651.jpg,IMG/left_2019_05_16_14_23_38_651.jpg,IMG/right_2019_05_16_14_23_38_651.jpg,0.0,0.0,0,2.328944e-07,0
IMG/center_2019_05_16_14_23_38_736.jpg,IMG/left_2019_05_16_14_23_38_736.jpg,IMG/right_2019_05_16_14_23_38_736.jpg,0.0,0.0,0,4.990034e-07,0
IMG/center_2019_05_16_14_23_38_820.jpg,IMG/left_2019_05_16_14_23_38_820.jpg,IMG/right_2019_05_16_14_23_38_820.jpg,0.0,0.0,0,5.989546e-07,0
IMG/center_2019_05_16_14_23_38_914.jpg,IMG/left_2019_05_16_14_23_38_914.jpg,IMG/right_2019_05_16_14_23_38_914.jpg,0.0,0.0,0,5.657606999999999e-07,0
IMG/center_2019_05_16_14_23_39_002.jpg,IMG/left_2019_05_16_14_23_39_002.jpg,IMG/right_2019_05_16_14_23_39_002.jpg,0.0,0.0,0,3.611908e-08,0
IMG/center_2019_05_16_14_23_39_095.jpg,IMG/left_2019_05_16_14_23_39_095.jpg,IMG/right_2019_05_16_14_23_39_095.jpg,0.0,0.0,0,1.03147e-06,0
IMG/center_2019_05_16_14_23_39_186.jpg,IMG/left_2019_05_16_14_23_39_186.jpg,IMG/right_2019_05_16_14_23_39_186.jpg,0.0,0.0,0,8.318181e-07,0
IMG/center_2019_05_16_14_23_39_277.jpg,IMG/left_2019_05_16_14_23_39_277.jpg,IMG/right_2019_05_16_14_23_39_277.jpg,0.0,0.0,0,3.354797e-08,0
IMG/center_2019_05_16_14_23_39_366.jpg,IMG/left_2019_05_16_14_23_39_366.jpg,IMG/right_2019_05_16_14_23_39_366.jpg,0.0,0.0,0,9.314596e-07,0
IMG/center_2019_05_16_14_23_39_461.jpg,IMG/left_2019_05_16_14_23_39_461.jpg,IMG/right_2019_05_16_14_23_39_461.jpg,0.0,0.0,0,8.651024e-07,1
IMG/center_2019_05_16_14_23_39_533.jpg,IMG/left_2019_05_16_14_23_39_533.jpg,IMG/right_2019_05_16_14_23_39_533.jpg,0.0,0.0,0,2.3298470000000001e-07,1
IMG/center_2019_05_16_14_23_39_616.jpg,IMG/left_2019_05_16_14_23_39_616.jpg,IMG/right_2019_05_16_14_23_39_616.jpg,0.0,0.0,0,6.700261e-08,1
IMG/center_2019_05_16_14_23_39_696.jpg,IMG/left_2019_05_16_14_23_39_696.jpg,IMG/right_2019_05_16_14_23_39_696.jpg,0.0,0.0,0,2.3301170000000002e-07,1
IMG/center_2019_05_16_14_23_39_779.jpg,IMG/left_2019_05_16_14_23_39_779.jpg,IMG/right_2019_05_16_14_23_39_779.jpg,0.0,0.0,0,4.990457e-07,1
